Unnamed: 0,Airline,Total_Stops,Additional_Info,Distance_km,Day_of_journey,Month_of_journey,Dep_hour,Dep_minute,Dep_time_sinceMidnight,Arrival_hour,Arrival_minute,Arrival_time_sinceMidnight,Duration_mins,Premium
10671,Air India,0,No Info,621.7888435036485,6,6,21,5,1265,22,25,1345,80.0,0
468,Air Asia,1,No Info,2067.9375320460367,3,3,16,45,1005,22,15,1335,330.0,0
4290,IndiGo,0,No Info,1555.0674811297085,24,6,9,35,575,12,20,740,165.0,0
5303,Air India,2,No Info,1555.0674811297085,24,5,16,50,1010,13,45,825,1255.0,0
8354,Vistara,1,No Info,1555.0674811297085,12,6,7,10,430,9,5,545,115.0,0
8155,Jet Airways,2,In-flight meal not included,2067.9375320460367,27,6,5,30,330,19,0,1140,810.0,0
732,SpiceJet,1,No Info,1555.0674811297085,15,4,15,5,905,20,20,1220,315.0,0
583,Multiple carriers,1,No Info,2067.9375320460367,18,5,6,0,360,19,0,1140,780.0,0
3623,IndiGo,1,No Info,2067.9375320460367,18,5,8,30,510,21,0,1260,750.0,0
5455,Jet Airways,0,In-flight meal not included,1732.2021511121818,27,6,17,45,1065,20,45,1245,180.0,0
234,IndiGo,1,No Info,2067.9375320460367,1,5,21,50,1310,3,35,215,345.0,0
6052,Jet Airways,2,No Info,2067.9375320460367,6,6,6,45,405,4,25,265,1300.0,0
6710,Jet Airways,1,In-flight meal not included,2067.9375320460367,1,4,17,30,1050,12,35,755,1145.0,0
10040,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,5,21,50,1310,19,0,1140,1270.0,0
10201,Jet Airways,1,In-flight meal not included,1555.0674811297085,24,3,21,10,1270,9,15,555,725.0,0
184,IndiGo,0,No Info,1355.3008742024228,12,5,14,45,885,17,5,1025,140.0,0
74,IndiGo,1,No Info,2067.9375320460367,21,3,5,5,305,10,5,605,300.0,0
9340,Jet Airways,1,No Info,1733.8148384158953,6,3,21,25,1285,5,5,305,460.0,0
3895,Jet Airways,1,In-flight meal not included,2067.9375320460367,6,3,21,50,1310,4,25,265,395.0,0
9149,IndiGo,0,No Info,1355.3008742024228,18,6,5,15,315,7,40,460,145.0,0
3689,Jet Airways,1,No Info,1555.0674811297085,6,6,8,25,505,4,40,280,1215.0,0
7627,Air India,1,No Info,1555.0674811297085,6,5,17,30,1050,8,55,535,925.0,0
9616,Jet Airways,2,No Info,2067.9375320460367,1,6,5,30,330,4,25,265,1375.0,0
2435,Jet Airways,1,No Info,1555.0674811297085,9,6,6,30,390,19,50,1190,800.0,0
4008,Jet Airways,2,No Info,2067.9375320460367,1,6,14,35,875,12,35,755,1320.0,0
2084,Multiple carriers,1,No Info,2067.9375320460367,27,3,13,0,780,1,35,95,755.0,0
1909,Jet Airways,0,No Info,1732.2021511121818,24,6,19,50,1190,22,50,1370,180.0,0
5131,Jet Airways,1,In-flight meal not included,2067.9375320460367,3,6,15,0,900,19,0,1140,240.0,0
8739,SpiceJet,0,No check-in baggage included,1355.3008742024228,27,5,17,45,1065,20,5,1205,140.0,0
10002,IndiGo,1,No Info,2067.9375320460367,6,3,2,5,125,7,25,445,320.0,0
9703,Air India,2,No Info,2067.9375320460367,3,3,5,55,355,19,15,1155,800.0,0
4184,Air India,1,No Info,1733.8148384158953,9,3,6,50,410,23,10,1390,980.0,0
4374,IndiGo,1,No Info,2067.9375320460367,3,6,7,35,455,16,10,970,515.0,0
8342,IndiGo,1,No Info,2067.9375320460367,24,4,5,5,305,16,10,970,665.0,0
9421,IndiGo,0,No Info,1555.0674811297085,12,3,21,25,1285,0,5,5,160.0,0
5021,Multiple carriers,1,No Info,2067.9375320460367,12,6,14,0,840,21,0,1260,420.0,0
3119,Multiple carriers,1,No Info,2067.9375320460367,6,6,7,10,430,22,30,1350,920.0,0
7569,Jet Airways,0,No Info,1732.2021511121818,3,5,17,45,1065,20,45,1245,180.0,0
5296,Jet Airways,1,In-flight meal not included,1555.0674811297085,1,4,18,55,1135,16,20,980,1285.0,0
4183,Multiple carriers,1,No Info,2067.9375320460367,3,4,10,35,635,19,35,1175,540.0,0
10640,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,3,18,15,1095,18,50,1130,35.0,0
5174,SpiceJet,0,No Info,1733.8148384158953,9,3,9,35,575,12,30,750,175.0,0
6875,SpiceJet,0,No Info,621.7888435036485,18,5,13,15,795,14,45,885,90.0,0
1121,IndiGo,1,No Info,2067.9375320460367,6,3,9,10,550,1,35,95,985.0,0
5674,IndiGo,0,No Info,1732.2021511121818,9,4,18,25,1105,21,20,1280,175.0,0
3856,Jet Airways,2,No Info,2067.9375320460367,21,3,18,25,1105,4,25,265,600.0,0
9749,Jet Airways,1,In-flight meal not included,2067.9375320460367,3,6,10,0,600,19,0,1140,540.0,0
3313,Jet Airways,0,In-flight meal not included,621.7888435036485,6,5,2,55,175,4,20,260,85.0,0
10498,Jet Airways,1,In-flight meal not included,1555.0674811297085,6,5,16,30,990,9,20,560,1010.0,0
7387,Jet Airways,1,No Info,1555.0674811297085,18,5,5,45,345,19,50,1190,845.0,0
8904,Air India,1,No Info,1555.0674811297085,12,5,9,25,565,11,10,670,105.0,0
1274,Vistara,0,No Info,1355.3008742024228,27,3,7,5,425,9,20,560,135.0,0
199,Multiple carriers,1,No Info,2067.9375320460367,27,3,7,5,425,15,30,930,505.0,0
4262,Jet Airways,1,In-flight meal not included,1555.0674811297085,6,6,21,10,1270,4,40,280,450.0,0
5390,Multiple carriers,1,No Info,2067.9375320460367,15,5,12,50,770,1,30,90,760.0,0
6236,SpiceJet,1,No Info,1555.0674811297085,24,5,15,55,955,21,25,1285,330.0,0
2317,Multiple carriers,1,No Info,2067.9375320460367,9,6,4,55,295,12,35,755,460.0,0
416,Jet Airways,1,No Info,1555.0674811297085,12,5,21,10,1270,9,20,560,730.0,0
8455,IndiGo,1,No Info,2067.9375320460367,12,6,10,35,635,1,30,90,895.0,0
2619,IndiGo,1,No Info,2067.9375320460367,9,3,17,30,1050,1,35,95,485.0,0
6396,Jet Airways,1,In-flight meal not included,2067.9375320460367,6,4,11,30,690,12,35,755,65.0,0
5038,Vistara,0,No Info,2067.9375320460367,6,3,14,55,895,17,50,1070,175.0,0
8725,Multiple carriers,1,No Info,2067.9375320460367,3,6,13,0,780,21,0,1260,480.0,0
3634,Jet Airways,1,In-flight meal not included,1555.0674811297085,24,3,13,55,835,10,5,605,1210.0,0
9402,Vistara,0,No Info,1732.2021511121818,9,5,9,45,585,12,35,755,170.0,0
9673,Air India,2,No Info,2067.9375320460367,21,5,5,0,300,19,15,1155,855.0,0
3031,Jet Airways,1,No Info,1555.0674811297085,24,5,20,0,1200,9,20,560,800.0,0
8426,SpiceJet,1,No Info,2067.9375320460367,24,6,17,55,1075,22,50,1370,295.0,0
1880,Multiple carriers,1,In-flight meal not included,2067.9375320460367,6,3,7,10,430,22,20,1340,910.0,0
10635,Jet Airways,1,No Info,2067.9375320460367,1,6,22,50,1370,12,35,755,825.0,0
6086,Multiple carriers,1,No Info,2067.9375320460367,3,3,2,15,135,15,30,930,795.0,0
1209,Air India,2,No Info,1555.0674811297085,1,5,5,50,350,20,25,1225,875.0,0
7848,Jet Airways,0,In-flight meal not included,1732.2021511121818,15,6,11,10,670,14,5,845,175.0,0
4079,Air India,2,No Info,2067.9375320460367,27,5,12,0,720,19,15,1155,435.0,0
9568,Jet Airways,1,In-flight meal not included,1555.0674811297085,1,5,18,55,1135,8,15,495,800.0,0
8990,Jet Airways,2,No Info,621.7888435036485,12,3,6,30,390,16,35,995,605.0,0
7426,Multiple carriers,1,No Info,2067.9375320460367,9,3,8,0,480,19,45,1185,705.0,0
3891,IndiGo,0,No Info,621.7888435036485,1,3,16,55,1015,18,25,1105,90.0,0
1892,Multiple carriers,2,No Info,2067.9375320460367,12,6,17,50,1070,1,30,90,460.0,0
8789,Jet Airways,0,In-flight meal not included,1732.2021511121818,18,5,15,15,915,18,10,1090,175.0,0
9812,Air India,2,No Info,1555.0674811297085,24,5,9,50,590,12,30,750,160.0,0
4775,Jet Airways,1,In-flight meal not included,1555.0674811297085,9,6,6,30,390,16,20,980,590.0,0
1875,Jet Airways,1,In-flight meal not included,2067.9375320460367,18,5,10,0,600,12,35,755,155.0,0
9940,Multiple carriers,0,No Info,1732.2021511121818,15,4,7,45,465,10,40,640,175.0,0
9198,Air India,2,No Info,1733.8148384158953,21,3,8,15,495,11,20,680,185.0,0
1827,IndiGo,0,No Info,2067.9375320460367,21,6,5,35,335,8,50,530,195.0,0
9360,IndiGo,1,No Info,2067.9375320460367,15,5,7,35,455,16,10,970,515.0,0
9010,Air Asia,0,No Info,1732.2021511121818,18,5,23,55,1435,2,45,165,170.0,0
411,Jet Airways,1,No Info,1555.0674811297085,12,6,18,55,1135,12,0,720,1025.0,0
10417,SpiceJet,0,No check-in baggage included,1732.2021511121818,6,4,21,10,1270,0,5,5,175.0,0
9742,SpiceJet,1,No Info,2067.9375320460367,27,5,17,55,1075,22,50,1370,295.0,0
5883,Air Asia,0,No Info,1555.0674811297085,27,6,22,50,1370,1,20,80,150.0,0
2829,Multiple carriers,1,In-flight meal not included,2067.9375320460367,21,3,10,0,600,1,35,95,935.0,0
6313,Jet Airways,1,No Info,1555.0674811297085,9,6,18,55,1135,8,15,495,800.0,0
6767,Air India,1,No Info,2067.9375320460367,24,5,23,0,1380,19,15,1155,1215.0,0
1019,Multiple carriers,1,No Info,2067.9375320460367,15,6,13,0,780,21,0,1260,480.0,0
4250,Air India,0,No Info,1555.0674811297085,6,5,14,15,855,16,45,1005,150.0,0
1627,Air India,1,No Info,1555.0674811297085,1,5,16,45,1005,21,5,1265,260.0,0
1460,Jet Airways,1,No Info,1555.0674811297085,18,5,5,45,345,4,40,280,1375.0,0
4608,Jet Airways,0,In-flight meal not included,1732.2021511121818,27,4,7,10,430,10,10,610,180.0,0
6777,Air India,1,No Info,1733.8148384158953,15,3,13,50,830,22,10,1330,500.0,0
1659,IndiGo,0,No Info,1732.2021511121818,1,5,4,0,240,6,50,410,170.0,0
2433,Jet Airways,1,No Info,1733.8148384158953,6,3,21,25,1285,21,20,1280,1435.0,0
7411,Vistara,0,No Info,1732.2021511121818,1,5,11,30,690,14,20,860,170.0,0
4975,Air Asia,0,No Info,1555.0674811297085,21,6,10,20,620,12,55,775,155.0,0
2849,Jet Airways,2,In-flight meal not included,2067.9375320460367,6,6,18,25,1105,4,25,265,600.0,0
8464,Air India,0,No Info,1555.0674811297085,18,3,14,15,855,16,45,1005,150.0,0
8470,Jet Airways,1,No Info,1733.8148384158953,1,3,14,5,845,20,20,1220,375.0,0
4734,IndiGo,0,No Info,621.7888435036485,18,3,6,20,380,7,45,465,85.0,0
824,Air India,0,No Info,2067.9375320460367,3,3,18,5,1085,21,10,1270,185.0,0
7469,Multiple carriers,1,No Info,2067.9375320460367,3,6,9,0,540,21,0,1260,720.0,0
2296,Multiple carriers,1,No Info,2067.9375320460367,15,5,7,5,425,22,30,1350,925.0,0
4063,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,6,19,15,1155,12,35,755,1040.0,0
1795,Jet Airways,2,In-flight meal not included,2067.9375320460367,9,6,19,30,1170,12,35,755,1025.0,0
5454,SpiceJet,0,No check-in baggage included,1355.3008742024228,27,6,17,45,1065,20,5,1205,140.0,0
4355,IndiGo,0,No Info,621.7888435036485,1,6,20,5,1205,21,40,1300,95.0,0
4600,Jet Airways,1,In-flight meal not included,2067.9375320460367,6,6,14,0,840,19,0,1140,300.0,0
2889,Jet Airways,0,No Info,1732.2021511121818,1,5,8,20,500,11,20,680,180.0,0
9036,Jet Airways,0,In-flight meal not included,1732.2021511121818,24,6,6,0,360,8,45,525,165.0,0
1215,Jet Airways,1,No Info,1555.0674811297085,1,5,9,35,575,9,45,585,10.0,0
6335,Multiple carriers,1,No Info,2067.9375320460367,27,6,9,45,585,22,30,1350,765.0,0
6331,Multiple carriers,1,No Info,2067.9375320460367,24,6,19,0,1140,1,30,90,390.0,0
10423,IndiGo,0,No Info,1732.2021511121818,9,4,4,0,240,6,50,410,170.0,0
1069,Air India,2,No Info,2067.9375320460367,1,6,22,0,1320,19,15,1155,1275.0,0
9705,Air India,2,No Info,1555.0674811297085,18,5,16,45,1005,12,30,750,1185.0,0
5298,SpiceJet,0,No Info,1555.0674811297085,9,6,9,0,540,11,25,685,145.0,0
10541,IndiGo,0,No Info,621.7888435036485,1,3,21,20,1280,22,45,1365,85.0,0
9664,Air Asia,1,No Info,1555.0674811297085,9,6,7,35,455,23,30,1410,955.0,0
1296,Jet Airways,1,In-flight meal not included,1555.0674811297085,9,6,20,0,1200,12,0,720,960.0,0
4693,IndiGo,1,No Info,2067.9375320460367,15,5,9,15,555,1,30,90,975.0,0
1970,Jet Airways,1,No Info,1555.0674811297085,24,3,13,55,835,23,25,1405,570.0,0
3630,Jet Airways,1,No Info,1555.0674811297085,6,6,21,10,1270,4,40,280,450.0,0
10222,IndiGo,0,No Info,1732.2021511121818,21,5,21,15,1275,0,15,15,180.0,0
595,IndiGo,0,No Info,1355.3008742024228,21,5,19,35,1175,21,55,1315,140.0,0
3345,Air India,1,No Info,2067.9375320460367,9,5,6,5,365,9,25,565,200.0,0
3360,IndiGo,1,No Info,2067.9375320460367,9,6,7,35,455,12,10,730,275.0,0
8701,Air India,0,No Info,2067.9375320460367,21,3,5,10,310,8,0,480,170.0,0
9780,Multiple carriers,1,No Info,2067.9375320460367,3,6,7,0,420,21,0,1260,840.0,0
5177,Multiple carriers,1,No Info,2067.9375320460367,1,6,11,30,690,19,15,1155,465.0,0
9526,Jet Airways,1,In-flight meal not included,1555.0674811297085,18,5,16,30,990,23,35,1415,425.0,0
7787,SpiceJet,0,No check-in baggage included,1555.0674811297085,18,3,6,55,415,9,35,575,160.0,0
5292,IndiGo,1,No Info,2067.9375320460367,24,5,14,20,860,22,30,1350,490.0,0
9787,Jet Airways,1,No Info,1555.0674811297085,1,4,16,30,990,4,40,280,730.0,0
684,IndiGo,0,No Info,1732.2021511121818,27,5,21,15,1275,0,15,15,180.0,0
8776,Jet Airways,1,In-flight meal not included,1555.0674811297085,12,6,9,35,575,21,5,1265,690.0,0
10060,Air India,2,No Info,2067.9375320460367,3,6,12,0,720,7,40,460,1180.0,0
10030,Jet Airways,0,In-flight meal not included,621.7888435036485,18,6,10,20,620,11,50,710,90.0,0
5698,Air India,1,No Info,2067.9375320460367,9,6,5,15,315,6,50,410,95.0,0
8107,Jet Airways,1,In-flight meal not included,2067.9375320460367,27,6,17,30,1050,12,35,755,1145.0,0
8159,Jet Airways,1,In-flight meal not included,2067.9375320460367,15,6,13,0,780,19,0,1140,360.0,0
1436,Jet Airways,1,In-flight meal not included,2067.9375320460367,27,3,13,0,780,4,25,265,925.0,0
1543,Jet Airways,2,No Info,2067.9375320460367,9,5,23,5,1385,12,35,755,810.0,0
8595,Multiple carriers,1,No Info,2067.9375320460367,1,6,4,55,295,19,0,1140,845.0,0
5562,IndiGo,1,No Info,2067.9375320460367,24,6,6,50,410,16,10,970,560.0,0
8901,IndiGo,1,No Info,2067.9375320460367,15,5,16,10,970,22,30,1350,380.0,0
7628,Jet Airways,1,In-flight meal not included,2067.9375320460367,21,5,19,45,1185,19,0,1140,1395.0,0
8133,Air India,2,No Info,2067.9375320460367,18,5,10,55,655,19,15,1155,500.0,0
1097,Air India,1,No Info,1733.8148384158953,15,3,22,0,1320,23,20,1400,80.0,0
9491,IndiGo,1,No Info,2067.9375320460367,3,4,7,35,455,12,10,730,275.0,0
5055,Air India,0,No Info,1732.2021511121818,27,5,17,0,1020,19,45,1185,165.0,0
5457,Jet Airways,1,In-flight meal not included,1555.0674811297085,24,3,13,55,835,23,25,1405,570.0,0
9635,Jet Airways,1,No Info,2067.9375320460367,27,3,15,5,905,4,25,265,800.0,0
8080,Multiple carriers,2,No Info,2067.9375320460367,3,3,17,50,1070,1,35,95,465.0,0
4317,Multiple carriers,1,No Info,2067.9375320460367,18,5,8,30,510,19,15,1155,645.0,0
8193,Air India,2,No Info,2067.9375320460367,27,5,13,15,795,9,25,565,1210.0,0
5768,Multiple carriers,1,No Info,2067.9375320460367,9,5,8,45,525,19,0,1140,615.0,0
1028,Jet Airways,1,In-flight meal not included,2067.9375320460367,21,5,11,30,690,4,25,265,1015.0,0
1838,Jet Airways,1,No Info,1555.0674811297085,1,5,20,0,1200,8,15,495,735.0,0
4090,IndiGo,1,No Info,2067.9375320460367,15,6,2,0,120,7,45,465,345.0,0
10422,Multiple carriers,1,No Info,2067.9375320460367,24,6,7,5,425,16,10,970,545.0,0
8749,IndiGo,1,No Info,2067.9375320460367,12,6,17,5,1025,22,25,1345,320.0,0
1098,Jet Airways,1,No Info,1555.0674811297085,12,5,8,25,505,18,15,1095,590.0,0
4243,Jet Airways,0,No Info,621.7888435036485,6,3,7,10,430,8,35,515,85.0,0
5510,Jet Airways,1,No Info,1733.8148384158953,6,3,20,35,1235,8,15,495,700.0,0
23,IndiGo,0,No Info,1732.2021511121818,1,5,18,55,1135,21,50,1310,175.0,0
3154,Jet Airways,1,In-flight meal not included,1555.0674811297085,1,4,18,55,1135,9,20,560,865.0,0
5805,Jet Airways,1,In-flight meal not included,1555.0674811297085,9,5,14,5,845,12,0,720,1315.0,0
853,IndiGo,1,No Info,1555.0674811297085,6,6,21,0,1260,2,15,135,315.0,0
8961,Jet Airways,2,No Info,2067.9375320460367,6,6,9,25,565,4,25,265,1140.0,0
7812,Jet Airways,0,No Info,1732.2021511121818,1,5,18,55,1135,22,0,1320,185.0,0
2672,Jet Airways,2,In-flight meal not included,1733.8148384158953,18,3,8,55,535,15,55,955,420.0,0
9399,Jet Airways,1,No Info,1555.0674811297085,24,3,8,25,505,18,10,1090,585.0,0
7445,Air India,2,No Info,1555.0674811297085,24,3,13,55,835,23,15,1395,560.0,0
9089,Multiple carriers,1,No Info,2067.9375320460367,12,6,8,30,510,19,0,1140,630.0,0
8686,IndiGo,0,No Info,1355.3008742024228,9,6,7,55,475,10,15,615,140.0,0
5550,Jet Airways,1,No Info,1555.0674811297085,9,5,21,10,1270,8,15,495,665.0,0
7085,IndiGo,0,No Info,1555.0674811297085,18,3,20,25,1225,23,5,1385,160.0,0
2148,Vistara,0,No Info,2067.9375320460367,15,5,6,0,360,9,10,550,190.0,0
610,SpiceJet,0,No Info,1732.2021511121818,1,5,21,10,1270,0,5,5,175.0,0
1935,Jet Airways,1,No Info,1733.8148384158953,6,3,22,50,1370,21,20,1280,1350.0,0
5224,IndiGo,0,No Info,621.7888435036485,18,3,21,20,1280,22,45,1365,85.0,0
1808,IndiGo,0,No Info,1555.0674811297085,3,3,20,25,1225,23,5,1385,160.0,0
7471,Jet Airways,1,In-flight meal not included,2067.9375320460367,27,6,10,0,600,12,35,755,155.0,0
1826,IndiGo,0,No Info,1733.8148384158953,24,3,6,0,360,8,45,525,165.0,0
1538,Air India,2,No Info,1733.8148384158953,18,3,6,45,405,11,10,670,265.0,0
2369,Air India,0,No Info,1555.0674811297085,3,5,20,45,1245,23,20,1400,155.0,0
6209,Jet Airways,1,No Info,1733.8148384158953,6,3,8,55,535,23,0,1380,845.0,0
8790,Jet Airways,0,In-flight meal not included,1732.2021511121818,24,5,18,55,1135,22,0,1320,185.0,0
6738,Jet Airways,0,In-flight meal not included,1732.2021511121818,3,4,7,10,430,10,10,610,180.0,0
2789,IndiGo,0,No Info,1555.0674811297085,21,4,9,35,575,12,20,740,165.0,0
2534,Multiple carriers,1,No Info,2067.9375320460367,6,3,19,0,1140,1,35,95,395.0,0
6207,IndiGo,1,No Info,2067.9375320460367,6,5,10,35,635,1,30,90,895.0,0
10042,IndiGo,0,No Info,621.7888435036485,27,3,6,20,380,7,45,465,85.0,0
41,Air India,1,No Info,1733.8148384158953,15,3,6,45,405,15,15,915,510.0,0
754,Air Asia,1,No Info,2067.9375320460367,9,6,7,55,475,13,25,805,330.0,0
7199,Jet Airways,1,No Info,1555.0674811297085,24,3,13,55,835,19,40,1180,345.0,0
3433,IndiGo,0,No Info,1732.2021511121818,3,4,13,0,780,15,50,950,170.0,0
835,Jet Airways,1,In-flight meal not included,1555.0674811297085,18,5,16,30,990,18,15,1095,105.0,0
3620,Jet Airways,2,No Info,2067.9375320460367,3,6,9,35,575,12,35,755,180.0,0
4996,Multiple carriers,1,No Info,2067.9375320460367,15,6,18,15,1095,1,30,90,435.0,0
262,IndiGo,0,No Info,1555.0674811297085,18,3,9,35,575,12,20,740,165.0,0
5569,Jet Airways,1,In-flight meal not included,2067.9375320460367,9,6,19,45,1185,12,35,755,1010.0,0
3505,SpiceJet,0,No check-in baggage included,621.7888435036485,15,5,22,45,1365,0,15,15,90.0,0
481,Multiple carriers,1,No Info,2067.9375320460367,18,5,14,0,840,21,0,1260,420.0,0
10159,SpiceJet,1,No Info,1555.0674811297085,9,6,15,55,955,21,25,1285,330.0,0
1695,IndiGo,0,No Info,2067.9375320460367,21,3,14,30,870,17,35,1055,185.0,0
4124,Multiple carriers,1,No Info,2067.9375320460367,27,3,9,0,540,15,30,930,390.0,0
6213,Jet Airways,1,In-flight meal not included,2067.9375320460367,3,4,2,15,135,19,0,1140,1005.0,0
787,Multiple carriers,1,No Info,2067.9375320460367,6,3,11,40,700,19,15,1155,455.0,0
9241,Air Asia,1,No Info,2067.9375320460367,24,4,16,45,1005,22,25,1345,340.0,0
966,Air India,2,No Info,2067.9375320460367,21,5,5,55,355,19,15,1155,800.0,0
7071,Vistara,1,No Info,1733.8148384158953,9,3,6,40,400,21,55,1315,915.0,0
1864,Air Asia,1,No Info,2067.9375320460367,6,6,20,45,1245,7,10,430,625.0,0
10398,IndiGo,0,No Info,2067.9375320460367,15,5,14,25,865,17,40,1060,195.0,0
7524,Multiple carriers,1,No Info,2067.9375320460367,9,3,7,0,420,19,45,1185,765.0,0
5389,SpiceJet,0,No check-in baggage included,1732.2021511121818,6,5,21,10,1270,0,5,5,175.0,0
2274,Air India,1,No Info,1555.0674811297085,24,3,20,30,1230,8,55,535,745.0,0
1395,Air India,2,No Info,1555.0674811297085,9,6,12,0,720,7,55,475,1195.0,0
10000,Multiple carriers,1,No Info,2067.9375320460367,27,5,7,30,450,21,0,1260,810.0,0
8112,Air India,2,No Info,2067.9375320460367,18,5,17,15,1035,19,15,1155,120.0,0
1629,Air India,2,No Info,1733.8148384158953,1,3,8,50,530,10,35,635,105.0,0
2404,Jet Airways,1,No Info,2067.9375320460367,3,3,2,15,135,4,25,265,130.0,0
2016,Multiple carriers,1,No Info,2067.9375320460367,3,3,7,30,450,18,50,1130,680.0,0
10342,SpiceJet,0,No Info,1555.0674811297085,12,6,22,20,1340,0,40,40,140.0,0
7137,IndiGo,0,No Info,1733.8148384158953,1,3,21,20,1280,0,15,15,175.0,0
5709,Jet Airways,0,No Info,621.7888435036485,9,6,19,35,1175,21,5,1265,90.0,0
4049,Air India,1,No Info,2067.9375320460367,27,5,3,50,230,19,15,1155,925.0,0
6559,Air India,2,No Info,1555.0674811297085,15,5,7,0,420,5,25,325,1345.0,0
9464,Jet Airways,1,No Info,1555.0674811297085,1,5,16,30,990,23,35,1415,425.0,0
6077,SpiceJet,0,No Info,1555.0674811297085,21,6,17,10,1030,19,40,1180,150.0,0
4724,IndiGo,0,No Info,621.7888435036485,1,6,9,15,555,10,45,645,90.0,0
10336,IndiGo,0,No Info,1732.2021511121818,12,4,6,5,365,8,50,530,165.0,0
7130,Air India,1,No Info,1555.0674811297085,12,5,16,45,1005,21,5,1265,260.0,0
1501,Multiple carriers,1,No Info,2067.9375320460367,18,5,9,0,540,19,15,1155,615.0,0
520,IndiGo,2,No Info,2067.9375320460367,3,3,4,55,295,21,20,1280,985.0,0
2589,Air India,2,No Info,2067.9375320460367,15,5,19,45,1185,19,15,1155,1410.0,0
8825,Jet Airways,1,In-flight meal not included,2067.9375320460367,18,5,17,30,1050,12,35,755,1145.0,0
3195,Air India,1,No Info,2067.9375320460367,27,3,13,30,810,8,15,495,1125.0,0
3413,SpiceJet,0,No check-in baggage included,1555.0674811297085,15,6,9,0,540,11,25,685,145.0,0
7190,Air Asia,0,No Info,1555.0674811297085,15,6,22,50,1370,1,20,80,150.0,0
3124,Jet Airways,1,In-flight meal not included,2067.9375320460367,24,6,11,30,690,12,35,755,65.0,0
1779,IndiGo,1,No Info,2067.9375320460367,21,3,7,35,455,22,20,1340,885.0,0
7355,Vistara,0,No Info,1732.2021511121818,9,6,11,30,690,14,20,860,170.0,0
10556,Jet Airways,1,No Info,2067.9375320460367,21,3,22,0,1320,18,50,1130,1250.0,0
4524,Jet Airways,1,In-flight meal not included,2067.9375320460367,15,6,8,0,480,19,0,1140,660.0,0
1023,Jet Airways,0,In-flight meal not included,1732.2021511121818,12,5,8,20,500,11,20,680,180.0,0
2207,Jet Airways,1,In-flight meal not included,1555.0674811297085,21,5,8,25,505,20,45,1245,740.0,0
9197,IndiGo,0,No Info,1555.0674811297085,12,3,15,10,910,17,45,1065,155.0,0
7577,Multiple carriers,0,No Info,1733.8148384158953,24,3,7,45,465,10,40,640,175.0,0
8109,Multiple carriers,1,No Info,2067.9375320460367,3,6,7,10,430,22,30,1350,920.0,0
8767,Jet Airways,1,No Info,1555.0674811297085,18,5,5,45,345,9,20,560,215.0,0
8391,Air India,1,No Info,1555.0674811297085,12,6,9,10,550,13,15,795,245.0,0
5255,Air India,1,No Info,2067.9375320460367,1,6,20,40,1240,9,25,565,765.0,0
4353,Multiple carriers,1,In-flight meal not included,2067.9375320460367,24,4,7,10,430,16,10,970,540.0,0
8020,Multiple carriers,1,No Info,2067.9375320460367,1,3,0,20,20,15,30,930,910.0,0
4187,Jet Airways,2,No Info,2067.9375320460367,1,6,11,40,700,19,0,1140,440.0,0
2602,Multiple carriers,0,No Info,1732.2021511121818,15,5,7,45,465,10,40,640,175.0,0
434,Vistara,0,No Info,1732.2021511121818,1,6,19,30,1170,22,15,1335,165.0,0
1572,SpiceJet,0,No check-in baggage included,1355.3008742024228,21,3,9,30,570,12,5,725,155.0,0
1718,SpiceJet,0,No check-in baggage included,621.7888435036485,24,5,5,45,345,7,15,435,90.0,0
4333,Jet Airways,1,In-flight meal not included,1555.0674811297085,18,5,8,25,505,20,45,1245,740.0,0
3525,Jet Airways,0,No Info,1732.2021511121818,9,4,15,50,950,18,45,1125,175.0,0
2739,Jet Airways,1,In-flight meal not included,1555.0674811297085,24,5,14,5,845,23,35,1415,570.0,0
6818,IndiGo,1,No Info,2067.9375320460367,3,3,16,10,970,22,20,1340,370.0,0
755,IndiGo,1,No Info,2067.9375320460367,27,4,7,35,455,16,10,970,515.0,0
1802,IndiGo,1,No Info,2067.9375320460367,15,5,16,0,960,21,0,1260,300.0,0
490,Air India,1,No Info,1733.8148384158953,1,3,5,50,350,22,45,1365,1015.0,0
4405,Air India,1,No Info,2067.9375320460367,9,5,5,15,315,6,50,410,95.0,0
64,Vistara,0,No Info,1355.3008742024228,24,5,7,5,425,9,20,560,135.0,0
5395,Jet Airways,1,In-flight meal not included,2067.9375320460367,12,6,17,30,1050,19,0,1140,90.0,0
9259,Jet Airways,1,No Info,1733.8148384158953,6,3,14,5,845,8,15,495,1090.0,0
3605,Jet Airways,2,No Info,2067.9375320460367,12,6,12,15,735,4,25,265,970.0,0
3222,Jet Airways,1,No Info,1555.0674811297085,12,5,17,0,1020,23,35,1415,395.0,0
4443,Jet Airways,1,No Info,2067.9375320460367,18,5,19,15,1155,19,0,1140,1425.0,0
8835,Jet Airways,1,No Info,1555.0674811297085,12,6,20,25,1225,9,45,585,800.0,0
4938,Jet Airways,0,No Info,1732.2021511121818,21,4,15,15,915,18,10,1090,175.0,0
10100,Multiple carriers,1,No Info,2067.9375320460367,27,3,9,0,540,21,0,1260,720.0,0
